car,price,body,mileage,engV,engType,registration,year,model,drive,local da compra,regioes,Latitude,Longitude,data da compra,Ano de compra
Opel,4700.0,hatch,233,1.4,Petrol,yes,1999,Astra G,front,DE,Sul,38.665721,-75.755137,2023-01-03 04:57:34,2023
Audi,73500.0,sedan,53,6.3,Petrol,yes,2013,A8,full,WI,Norte,43.351915,-88.825217,2023-08-25 21:42:14,2023
Volkswagen,17200.0,other,15,1.2,Petrol,yes,2014,Golf VII,front,SD,Norte,44.299782,-99.438828,2023-09-15 12:31:31,2023
Honda,11500.0,crossover,147,2.0,Petrol,yes,2004,CR-V,full,ND,Norte,47.528912,-99.784012,2023-03-03 04:03:31,2023
Citroen,8200.0,van,170,1.6,Diesel,yes,2008,Jumpy ïàññ.,front,CO,Oeste,39.059811,-105.311104,2023-04-21 08:44:24,2023
Toyota,29500.0,crossover,90,2.7,Gas,yes,2010,Land Cruiser Prado,full,MI,Norte,42.874721,-86.251989,2023-03-20 02:06:03,2023
Land Rover,168000.0,crossover,6,4.4,Diesel,yes,2015,Range Rover,full,CO,Oeste,39.059811,-105.311104,2023-11-26 21:30:23,2023
Toyota,12999.0,sedan,160,3.5,Gas,yes,2007,Avalon,front,NJ,Leste,40.298904,-74.521011,2023-11-08 14:09:24,2023
Peugeot,8450.0,van,230,1.6,Diesel,yes,2008,Partner ïàññ.,front,FL,Sul,27.766279,-81.686783,2023-06-27 03:03:25,2023
Skoda,7600.0,hatch,199,1.6,Petrol,yes,2007,Octavia,front,NV,Oeste,38.313515,-117.055374,2023-09-16 20:39:32,2023
BMW,2222.0,sedan,268,1.8,Petrol,no,1996,318,,AR,Sul,34.969704,-92.373123,2023-02-07 02:10:16,2023
Audi,68500.0,sedan,44,6.3,Petrol,yes,2012,A8,full,IA,Norte,42.019842,-93.210526,2023-07-19 00:33:33,2023
Mazda,9200.0,sedan,87,1.3,Petrol,yes,2006,RX-8,rear,NJ,Leste,40.298904,-74.521011,2023-05-08 11:50:24,2023
Land Rover,52500.0,crossover,69,4.4,Diesel,yes,2011,Range Rover,full,PA,Leste,40.590752,-77.209755,2023-12-11 10:03:05,2023
Dacia,4650.0,sedan,153,1.5,Diesel,yes,2008,Logan,front,IA,Norte,42.019842,-93.210526,2023-01-29 07:20:56,2023
VAZ,750.0,sedan,264,1.5,Other,yes,1981,2103,rear,UT,Oeste,40.150032,-111.862434,2023-11-18 12:46:05,2023
Mazda,7900.0,van,220,2.0,Petrol,yes,2006,5,front,AR,Sul,34.969704,-92.373123,2023-06-12 12:24:46,2023
Mercedes-Benz,16300.0,van,175,2.2,Diesel,yes,2010,Vito ïàññ.,rear,IL,Leste,40.298904,-87.43114,2023-02-22 18:24:22,2023
Ford,4900.0,hatch,157,1.25,Gas,yes,2007,Fiesta,front,CO,Oeste,39.059811,-105.311104,2023-01-26 16:02:20,2023
Daewoo,3750.0,sedan,153,1.5,Gas,yes,2007,Lanos,front,WY,Oeste,42.755966,-107.30249,2023-02-22 09:55:07,2023
Volkswagen,9800.0,van,86,1.2,Petrol,yes,2013,Caddy ãðóç.,front,MN,Norte,44.299782,-93.774173,2023-10-05 08:46:36,2023
Mazda,7900.0,vagon,143,2.0,Petrol,yes,2006,6,front,GA,Sul,33.040619,-83.643074,2023-12-12 07:27:19,2023
Lexus,45600.0,crossover,155,5.7,Other,yes,2009,LX 570,full,UT,Oeste,40.150032,-111.862434,2023-04-15 17:38:18,2023
VAZ,2600.0,sedan,120,1.7,Gas,yes,1978,2101,rear,IL,Leste,40.298904,-87.43114,2023-03-03 23:09:28,2023
Skoda,5800.0,hatch,162,1.2,Gas,yes,2006,Fabia,front,SC,Sul,33.856892,-80.945007,2023-11-14 12:48:59,2023
Toyota,17000.0,sedan,95,2.0,Gas,yes,2011,Avensis,front,FL,Sul,27.766279,-81.686783,2023-02-20 21:37:01,2023
SsangYong,11000.0,crossover,200,2.7,Diesel,yes,2008,Rexton II,full,HI,Oeste,21.094318,-157.498337,2023-07-09 03:43:24,2023
BMW,41500.0,vagon,42,2.0,Petrol,yes,2012,X3,full,IA,Norte,42.019842,-93.210526,2023-12-24 00:43:26,2023
BMW,69500.0,sedan,62,4.4,Petrol,yes,2013,750,full,MS,Sul,32.321384,-89.251388,2023-06-18 03:03:02,2023
BMW,60500.0,sedan,110,3.0,Diesel,yes,2011,740,full,FL,Sul,27.766279,-81.686783,2023-11-02 09:34:49,2023
Audi,42700.0,crossover,75,3.0,Diesel,yes,2013,Q7,full,ND,Norte,47.528912,-99.784012,2023-10-26 05:54:17,2023
Smart,7200.0,other,53,1.0,Petrol,yes,2012,Fortwo,rear,SC,Sul,33.856892,-80.945007,2023-05-05 03:08:20,2023
Opel,7999.0,vagon,37,1.4,Petrol,yes,2008,Combo ïàññ.,front,IN,Leste,36.278726,-86.302264,2023-02-11 09:35:40,2023
Hyundai,14200.0,sedan,41,1.8,Gas,yes,2014,Elantra,front,RI,Norte,41.680893,-71.51178,2023-10-31 00:40:16,2023
Honda,15700.0,crossover,129,2.0,Petrol,yes,2008,CR-V,full,MN,Norte,44.299782,-93.774173,2023-03-07 15:59:21,2023
BMW,6100.0,sedan,266,3.5,Petrol,no,1997,535,rear,IA,Norte,42.019842,-93.210526,2023-09-11 11:59:25,2023
Nissan,5000.0,other,200,1.8,Petrol,yes,1999,Primera,front,AK,Oeste,61.370716,-149.493686,2023-04-20 12:44:41,2023
Renault,9000.0,vagon,178,2.0,Petrol,yes,2008,Scenic,front,CO,Oeste,39.059811,-105.311104,2023-05-11 11:57:51,2023
Kia,19300.0,crossover,117,,Gas,yes,2012,Sorento,full,OK,Sul,36.820746,-95.929594,2023-05-21 01:29:02,2023
Ford,20000.0,other,80,4.0,Petrol,yes,2008,Mustang,rear,GA,Sul,33.040619,-83.643074,2023-04-23 06:45:34,2023
Daewoo,3900.0,hatch,59,0.8,Petrol,yes,2008,Matiz,front,OK,Sul,36.820746,-95.929594,2023-03-20 05:55:20,2023
Hyundai,7100.0,hatch,88,1.4,Petrol,yes,2008,Getz,front,DE,Sul,38.665721,-75.755137,2023-07-12 21:40:09,2023
Suzuki,7500.0,hatch,97,1.3,Petrol,yes,2006,Swift,front,AK,Oeste,61.370716,-149.493686,2023-04-27 08:17:48,2023
Renault,10800.0,other,206,2.0,Diesel,yes,2008,Trafic ïàññ.,front,NE,Desconhecido,41.12537,-98.268082,2023-10-04 02:29:01,2023
Audi,8500.0,sedan,247,2.5,Diesel,yes,2001,A6,front,OK,Sul,36.820746,-95.929594,2023-02-18 18:03:23,2023
Renault,8300.0,van,137,1.5,Diesel,yes,2014,Kangoo ãðóç.,front,MT,Norte,46.116203,-112.869665,2023-02-06 01:39:47,2023
Ford,11400.0,sedan,58,1.6,Petrol,yes,2013,Fiesta,front,NC,Sul,35.630066,-79.806419,2023-10-24 04:03:26,2023
Hyundai,15246.075,sedan,1,1.6,Petrol,yes,2016,Elantra,front,NV,Oeste,38.313515,-117.055374,2023-09-30 17:12:01,2023
Ford,15505.425,hatch,1,1.0,Petrol,yes,2015,Focus,front,IN,Leste,36.278726,-86.302264,2023-01-21 04:33:41,2023
Volkswagen,12900.0,vagon,145,1.6,Diesel,yes,2011,Golf Variant,,MI,Norte,42.874721,-86.251989,2023-09-14 05:38:00,2023
BMW,7200.0,sedan,255,2.8,Petrol,yes,1998,328,rear,SD,Norte,44.299782,-99.438828,2023-07-19 03:40:14,2023
Mitsubishi,11700.0,sedan,82,1.5,Gas,yes,2010,Lancer X,,NE,Desconhecido,41.12537,-98.268082,2023-01-20 22:59:59,2023
Renault,11500.0,vagon,170,1.5,Diesel,yes,2012,Megane,front,MS,Sul,32.321384,-89.251388,2023-12-10 06:21:09,2023
Mitsubishi,15999.0,crossover,149,3.0,Gas,yes,2008,Pajero Wagon,full,IL,Leste,40.298904,-87.43114,2023-08-06 03:31:47,2023
Toyota,9150.0,hatch,87,1.6,Petrol,yes,2008,Auris,front,MN,Norte,44.299782,-93.774173,2023-01-21 03:00:15,2023
Daewoo,0.0,hatch,130,0.8,Petrol,yes,2008,Matiz,front,ME,Norte,44.693947,-69.381927,2023-03-10 20:36:22,2023
Skoda,22000.0,sedan,0,1.4,Petrol,yes,2016,Octavia A7,front,AL,Sul,32.806671,-86.79113,2023-09-28 19:56:20,2023
Lexus,21000.0,crossover,180,3.5,Gas,yes,2006,RX 350,full,NJ,Leste,40.298904,-74.521011,2023-11-18 17:53:15,2023
Skoda,13750.0,vagon,155,1.6,Diesel,yes,2012,Octavia A5,,AR,Sul,34.969704,-92.373123,2023-04-26 04:25:59,2023
Daewoo,4700.0,sedan,452,1.3,Gas,yes,2012,Sens,front,AZ,Oeste,33.729759,-111.431221,2023-06-05 22:34:17,2023
Audi,3300.0,vagon,300,2.5,Diesel,no,1999,A6,front,GA,Sul,33.040619,-83.643074,2023-11-02 04:37:38,2023
Mitsubishi,8350.0,sedan,98,1.5,Petrol,yes,2010,Lancer X,front,VA,Sul,38.003385,-79.458786,2023-11-28 23:07:29,2023
Mercedes-Benz,15900.0,sedan,216,5.0,Petrol,yes,2007,E-Class,rear,NV,Oeste,38.313515,-117.055374,2023-05-13 02:14:59,2023
Subaru,19900.0,crossover,140,2.5,Petrol,yes,2011,Outback,full,DE,Sul,38.665721,-75.755137,2023-08-05 09:32:26,2023
Volkswagen,10999.0,van,95,1.6,Diesel,yes,2012,Caddy ãðóç.,front,AL,Sul,32.806671,-86.79113,2023-09-23 17:48:00,2023
Opel,5500.0,van,287,1.7,Diesel,yes,2003,Combo ïàññ.,front,MS,Sul,32.321384,-89.251388,2023-08-08 05:09:56,2023
Renault,7500.0,van,43,1.5,Diesel,yes,2013,Kangoo ãðóç.,front,MN,Norte,44.299782,-93.774173,2023-12-30 18:27:57,2023
Volkswagen,8900.0,van,264,2.5,Diesel,yes,2003,T4 (Transporter) ïàññ.,front,WA,Oeste,47.731157,-120.805472,2023-08-15 00:59:58,2023
BMW,29000.0,sedan,170,2.0,Diesel,yes,2011,520,rear,IN,Leste,36.278726,-86.302264,2023-10-07 13:02:19,2023
ZAZ,1900.0,hatch,189,1.3,Gas,yes,2004,1103 Ñëàâóòà,front,OR,Oeste,33.004106,-116.418468,2023-09-07 09:35:05,2023
Audi,49700.0,crossover,80,3.0,Diesel,yes,2013,Q7,full,CT,Norte,41.597782,-72.755371,2023-10-11 03:40:15,2023
Volkswagen,7500.0,van,280,1.6,Diesel,yes,2011,Caddy ãðóç.,front,ME,Norte,44.693947,-69.381927,2023-12-24 07:38:30,2023
Volvo,26500.0,crossover,164,2.4,Diesel,yes,2011,XC70,full,OK,Sul,36.820746,-95.929594,2023-02-20 17:50:16,2023
Volkswagen,15880.0,vagon,139,1.4,Gas,yes,2011,Passat B7,front,MD,Sul,39.063946,-76.802101,2023-09-20 16:57:19,2023
Peugeot,6900.0,hatch,132,1.4,Gas,yes,2010,207,front,OH,Leste,40.388783,-82.764915,2023-12-23 11:08:09,2023
Skoda,7850.0,hatch,44,1.2,Petrol,yes,2012,Fabia,front,KY,Sul,37.66814,-84.670067,2023-12-19 22:21:08,2023
Audi,7000.0,vagon,210,3.0,Diesel,no,2006,A6,full,FL,Sul,27.766279,-81.686783,2023-07-11 21:07:27,2023
Opel,4700.0,van,260,1.3,Diesel,yes,2010,Combo ãðóç.,front,FL,Sul,27.766279,-81.686783,2023-09-19 15:09:54,2023
Hyundai,11900.0,crossover,133,2.2,Diesel,yes,2008,Tucson,full,MI,Norte,42.874721,-86.251989,2023-10-13 05:26:11,2023
Jaguar,48720.75,sedan,0,2.0,Petrol,yes,2015,XF,rear,VA,Sul,38.003385,-79.458786,2023-07-31 21:22:26,2023
Volkswagen,12500.0,vagon,96,,Petrol,yes,2010,Golf VI,front,AR,Sul,34.969704,-92.373123,2023-08-21 08:47:04,2023
Subaru,38800.0,crossover,0,,Diesel,yes,2016,Forester,full,NH,Norte,43.452492,-71.563896,2023-10-21 03:07:01,2023
Renault,10000.0,other,214,2.5,Diesel,yes,2008,Master ïàññ.,front,VT,Norte,44.045876,-72.710686,2023-12-04 15:07:40,2023
Volkswagen,8500.0,sedan,87,1.6,Petrol,yes,2011,Polo,front,LA,Sul,31.169546,-91.867805,2023-04-18 06:56:10,2023
Porsche,52000.0,crossover,88,3.6,Petrol,yes,2012,Cayenne,full,SD,Norte,44.299782,-99.438828,2023-05-20 23:49:19,2023
Nissan,6300.0,sedan,216,2.0,Gas,yes,2004,Primera,front,ND,Norte,47.528912,-99.784012,2023-05-12 17:01:48,2023
Ford,9200.0,hatch,87,1.6,Petrol,yes,2010,Focus,front,KY,Sul,37.66814,-84.670067,2023-08-24 12:37:01,2023
BYD,13999.0,crossover,14,2.4,Gas,yes,2013,S6,front,MO,Desconhecido,36.116203,-89.831988,2023-11-03 16:24:59,2023
Nissan,14999.0,crossover,70,2.0,Petrol,yes,2010,Qashqai,front,CO,Oeste,39.059811,-105.311104,2023-06-23 19:52:43,2023
Hyundai,5950.0,hatch,98,1.6,Petrol,yes,2008,Getz,front,VT,Norte,44.045876,-72.710686,2023-01-27 08:23:06,2023
Hyundai,11999.0,hatch,42,1.6,Petrol,yes,2013,i30,,CT,Norte,41.597782,-72.755371,2023-12-28 05:17:23,2023
Hyundai,14800.0,sedan,52,,Petrol,yes,2012,Elantra,front,NV,Oeste,38.313515,-117.055374,2023-09-05 04:20:54,2023
Audi,9500.0,other,0,,Other,yes,2003,A6,,NH,Norte,43.452492,-71.563896,2023-03-09 17:40:59,2023
Hyundai,11200.0,sedan,57,1.4,Gas,yes,2011,Accent,,MA,Norte,42.230171,-71.530106,2023-08-16 05:52:09,2023
Audi,5000.0,sedan,280,2.3,Gas,yes,1992,100,front,RI,Norte,41.680893,-71.51178,2023-10-30 16:26:03,2023
Porsche,22900.0,crossover,117,4.8,Petrol,yes,2007,Cayenne,full,SC,Sul,33.856892,-80.945007,2023-03-13 08:31:47,2023
Toyota,13400.0,sedan,125,2.4,Petrol,yes,2008,Camry,front,ND,Norte,47.528912,-99.784012,2023-09-11 13:17:02,2023
BMW,17100.0,crossover,188,3.0,Diesel,yes,2004,X5,full,CA,Oeste,36.116203,-119.681564,2023-11-24 00:08:32,2023
Daewoo,3250.0,sedan,180,1.5,Petrol,yes,2012,Nexia,front,NC,Sul,35.630066,-79.806419,2023-01-28 13:58:58,2023
Ford,5900.0,sedan,200,2.5,Petrol,yes,2001,Mondeo,front,WA,Oeste,47.731157,-120.805472,2023-02-10 23:27:26,2023
Renault,7400.0,van,181,2.0,Diesel,yes,2007,Trafic ãðóç.,front,ME,Norte,44.693947,-69.381927,2023-02-19 16:14:35,2023
Volkswagen,9999.0,van,310,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,front,VT,Norte,44.045876,-72.710686,2023-02-27 14:37:24,2023
BMW,15000.0,sedan,137,2.2,Petrol,yes,2004,520,rear,FL,Sul,27.766279,-81.686783,2023-06-13 06:10:33,2023
Toyota,21999.0,sedan,80,2.5,Other,yes,2012,Camry,front,SC,Sul,33.856892,-80.945007,2023-09-12 03:52:53,2023
Skoda,12999.0,sedan,69,1.8,Petrol,yes,2010,Octavia A5,front,TN,Sul,35.747845,-86.692345,2023-01-03 01:49:35,2023
Chery,2600.0,hatch,110,,Petrol,yes,2008,QQ,front,WY,Oeste,42.755966,-107.30249,2023-07-07 21:56:36,2023
Volkswagen,10000.0,sedan,56,1.8,Petrol,no,2015,Passat B7,front,OR,Oeste,33.004106,-116.418468,2023-02-28 00:16:51,2023
Mitsubishi,4950.0,sedan,256,2.0,Petrol,yes,1997,Galant,front,GA,Sul,33.040619,-83.643074,2023-08-07 16:17:47,2023
Mitsubishi,11300.0,crossover,128,2.4,Gas,yes,2008,Outlander,full,WA,Oeste,47.731157,-120.805472,2023-04-14 00:31:44,2023
Fiat,5300.0,van,240,2.8,Diesel,yes,2006,Ducato ãðóç.,front,KS,Desconhecido,38.5266,-96.726486,2023-07-05 22:39:50,2023
Mazda,13200.0,sedan,122,2.0,Gas,yes,2009,6,front,MA,Norte,42.230171,-71.530106,2023-03-22 03:47:16,2023
Seat,10950.0,vagon,145,2.0,Diesel,yes,2008,Altea XL,front,KS,Desconhecido,38.5266,-96.726486,2023-03-01 18:36:29,2023
Renault,7600.0,van,108,1.0,Diesel,yes,2013,Kangoo ãðóç.,front,MT,Norte,46.116203,-112.869665,2023-12-10 06:15:08,2023
Nissan,8200.0,hatch,144,1.6,Petrol,yes,2008,TIIDA,front,WA,Oeste,47.731157,-120.805472,2023-11-25 00:50:39,2023
ZAZ,2350.0,hatch,41,1.2,Petrol,yes,2006,1102 Òàâðèÿ,front,KS,Desconhecido,38.5266,-96.726486,2023-04-03 22:46:28,2023
Chevrolet,13300.0,hatch,77,1.8,Other,yes,2012,Cruze,front,MN,Norte,44.299782,-93.774173,2023-01-13 02:32:53,2023
Opel,6999.0,van,344,1.7,Diesel,yes,2008,Combo ïàññ.,front,MA,Norte,42.230171,-71.530106,2023-04-25 07:56:44,2023
Volkswagen,22500.0,van,62,2.0,Diesel,yes,2011,Caravelle,front,IN,Leste,36.278726,-86.302264,2023-06-08 00:57:03,2023
BMW,56500.0,crossover,45,3.0,Diesel,yes,2014,X6,full,WV,Sul,38.491226,-80.954522,2023-06-14 03:49:47,2023
Skoda,12200.0,vagon,150,1.8,Petrol,yes,2012,Octavia A5,front,NJ,Leste,40.298904,-74.521011,2023-07-28 08:16:56,2023
BMW,16300.0,crossover,258,4.4,Petrol,yes,2005,X5,full,KY,Sul,37.66814,-84.670067,2023-04-29 07:32:35,2023
BMW,17500.0,sedan,102,2.0,Petrol,yes,2011,320,rear,IN,Leste,36.278726,-86.302264,2023-01-26 21:21:58,2023
Fiat,7500.0,van,168,1.3,Diesel,yes,2011,Doblo ãðóç.,front,NM,Oeste,34.423698,-106.445356,2023-04-13 02:50:31,2023
BMW,16500.0,crossover,230,3.0,Gas,yes,2004,X5,full,UT,Oeste,40.150032,-111.862434,2023-06-07 15:37:02,2023
Mercedes-Benz,47600.0,van,0,2.2,Diesel,yes,2016,Vito ïàññ.,rear,UT,Oeste,40.150032,-111.862434,2023-02-11 03:26:24,2023
Audi,13900.0,other,197,2.0,Diesel,yes,2006,A6,front,RI,Norte,41.680893,-71.51178,2023-04-10 02:44:01,2023
Mercedes-Benz,4700.0,sedan,260,2.7,Diesel,no,2002,E-Class,rear,NH,Norte,43.452492,-71.563896,2023-01-10 14:00:15,2023
Volkswagen,5400.0,vagon,250,1.6,Petrol,yes,2003,Golf IV,front,MI,Norte,42.874721,-86.251989,2023-01-06 00:29:50,2023
BMW,19999.0,crossover,227,3.0,Diesel,yes,2006,X5,full,IL,Leste,40.298904,-87.43114,2023-03-10 23:38:00,2023
Volkswagen,7700.0,van,177,1.9,Diesel,yes,2008,T5 (Transporter) ãðóç,front,LA,Sul,31.169546,-91.867805,2023-03-20 19:31:33,2023
Land Rover,0.0,crossover,46,4.4,Diesel,yes,2014,Range Rover,full,VT,Norte,44.045876,-72.710686,2023-10-21 01:00:15,2023
Subaru,14750.0,crossover,86,3.6,Petrol,yes,2009,Tribeca,full,LA,Sul,31.169546,-91.867805,2023-11-13 13:43:09,2023
Bentley,499999.0,crossover,0,6.0,Petrol,yes,2016,Bentayga,full,NY,Leste,40.298904,-74.521011,2023-03-30 19:49:48,2023
Opel,10800.0,other,206,2.0,Diesel,yes,2008,Vivaro ïàññ.,front,WA,Oeste,47.731157,-120.805472,2023-09-21 19:31:19,2023
Mitsubishi,17500.0,crossover,38,1.8,Petrol,yes,2012,ASX,front,AL,Sul,32.806671,-86.79113,2023-11-21 22:16:53,2023
Ford,29900.0,crossover,68,2.0,Diesel,yes,2015,Kuga,full,AZ,Oeste,33.729759,-111.431221,2023-11-21 06:25:49,2023
Volkswagen,28713.75,hatch,0,2.0,Diesel,yes,2015,Golf VII,front,MO,Desconhecido,36.116203,-89.831988,2023-05-17 16:56:24,2023
Renault,7300.0,van,186,1.5,Diesel,yes,2010,Kangoo ïàññ.,front,IA,Norte,42.019842,-93.210526,2023-02-22 08:19:25,2023
BMW,28500.0,crossover,160,4.8,Gas,yes,2008,X5,full,AR,Sul,34.969704,-92.373123,2023-08-29 14:06:52,2023
Ford,1050.0,sedan,160,1.4,Petrol,yes,1988,Escort,front,MD,Sul,39.063946,-76.802101,2023-09-28 22:39:50,2023
Skoda,21500.0,sedan,64,1.8,Petrol,yes,2013,Superb,front,WI,Norte,43.351915,-88.825217,2023-12-14 08:04:48,2023
Bentley,117000.0,sedan,830,6.0,Petrol,yes,2011,Flying Spur,full,CO,Oeste,39.059811,-105.311104,2023-10-30 11:33:16,2023
Seat,9100.0,vagon,78,1.2,Diesel,yes,2013,Ibiza,front,WI,Norte,43.351915,-88.825217,2023-04-05 13:52:37,2023
Land Rover,39700.0,crossover,87,,Petrol,yes,2010,Range Rover,full,FL,Sul,27.766279,-81.686783,2023-03-24 13:03:02,2023
Land Rover,84999.0,crossover,81,5.0,Petrol,yes,2013,Range Rover,full,WI,Norte,43.351915,-88.825217,2023-08-31 00:10:00,2023
Ford,1000.0,hatch,2,1.4,Petrol,yes,1985,Fiesta,front,TN,Sul,35.747845,-86.692345,2023-10-29 00:55:59,2023
Nissan,16800.0,crossover,52,1.6,Petrol,yes,2013,Qashqai,,OH,Leste,40.388783,-82.764915,2023-01-07 21:59:01,2023
Renault,11500.0,van,160,1.5,Diesel,yes,2010,Grand Scenic,front,NY,Leste,40.298904,-74.521011,2023-04-14 13:42:50,2023
Volkswagen,4400.0,hatch,238,1.6,Petrol,yes,1994,Golf III,front,OR,Oeste,33.004106,-116.418468,2023-06-26 21:46:25,2023
Volkswagen,17500.0,vagon,160,1.4,Petrol,yes,2011,Passat B7,front,NV,Oeste,38.313515,-117.055374,2023-07-25 07:07:29,2023
Mercedes-Benz,3799.0,sedan,210,2.0,Petrol,yes,1995,E-Class,rear,AZ,Oeste,33.729759,-111.431221,2023-09-20 01:39:03,2023
Volkswagen,21000.0,other,93,2.0,Diesel,yes,2012,Passat B7,front,ID,Oeste,44.299782,-114.74204,2023-06-15 07:29:08,2023
Volkswagen,7500.0,van,180,2.5,Diesel,yes,2004,T5 (Transporter) ãðóç,front,SC,Sul,33.856892,-80.945007,2023-04-02 06:56:53,2023
Land Rover,52900.0,crossover,25,,Petrol,yes,2012,Range Rover Sport,full,IA,Norte,42.019842,-93.210526,2023-06-16 08:31:32,2023
Hyundai,12650.0,other,55,1.4,Diesel,yes,2013,i30,front,CO,Oeste,39.059811,-105.311104,2023-12-27 21:41:21,2023
BMW,10800.0,sedan,288,4.4,Gas,yes,2002,745,rear,OR,Oeste,33.004106,-116.418468,2023-12-12 20:47:27,2023
Chevrolet,5650.0,sedan,140,1.6,Petrol,yes,2006,Lacetti,front,NV,Oeste,38.313515,-117.055374,2023-01-21 03:28:52,2023
Toyota,10500.0,sedan,124,1.8,Petrol,yes,2008,Avensis,front,NY,Leste,40.298904,-74.521011,2023-12-03 21:58:27,2023
Infiniti,14200.0,crossover,129,3.5,Petrol,yes,2004,FX 35,full,ND,Norte,47.528912,-99.784012,2023-12-28 18:31:26,2023
Toyota,13300.0,sedan,158,2.0,Gas,yes,2009,Avensis,front,SC,Sul,33.856892,-80.945007,2023-10-17 19:23:48,2023
BMW,3900.0,sedan,380,3.0,Gas,yes,1989,530,rear,VT,Norte,44.045876,-72.710686,2023-09-25 09:22:32,2023
Toyota,18900.0,crossover,161,2.7,Gas,yes,2005,Land Cruiser Prado,full,ME,Norte,44.693947,-69.381927,2023-03-03 09:46:49,2023
Skoda,8699.0,hatch,122,1.6,Petrol,yes,2009,Octavia Tour,front,SD,Norte,44.299782,-99.438828,2023-10-14 13:07:54,2023
Mitsubishi,12800.0,crossover,153,1.6,Gas,yes,2011,ASX,front,MO,Desconhecido,36.116203,-89.831988,2023-02-03 22:44:48,2023
Audi,30999.0,sedan,108,2.0,Diesel,yes,2013,A6,front,TN,Sul,35.747845,-86.692345,2023-09-13 15:30:36,2023
Volkswagen,14899.0,van,158,2.0,Diesel,yes,2012,T5 (Transporter) ãðóç,front,NM,Oeste,34.423698,-106.445356,2023-01-12 19:49:37,2023
Toyota,23200.0,crossover,160,4.0,Petrol,yes,2008,Land Cruiser Prado,full,TN,Sul,35.747845,-86.692345,2023-06-13 17:26:24,2023
Toyota,30990.0,crossover,68,2.7,Gas,yes,2012,Land Cruiser Prado,full,IN,Leste,36.278726,-86.302264,2023-04-29 04:24:10,2023
Toyota,18600.0,hatch,73,1.6,Petrol,yes,2013,Auris,front,ID,Oeste,44.299782,-114.74204,2023-01-26 13:44:47,2023
Skoda,0.0,vagon,98,1.6,Diesel,yes,2012,Octavia A5,front,NY,Leste,40.298904,-74.521011,2023-09-17 00:33:23,2023
Honda,18900.0,crossover,88,2.0,Petrol,yes,2011,CR-V,full,IL,Leste,40.298904,-87.43114,2023-03-27 09:43:40,2023
Hyundai,18300.0,hatch,0,1.4,Petrol,yes,2016,i20,front,SC,Sul,33.856892,-80.945007,2023-10-09 18:45:38,2023
Jeep,27500.0,crossover,93,6.1,Petrol,yes,2007,Grand Cherokee,full,VT,Norte,44.045876,-72.710686,2023-11-07 01:24:46,2023
Opel,3950.0,hatch,10,1.6,Gas,yes,1992,Astra F,front,AR,Sul,34.969704,-92.373123,2023-10-26 09:43:56,2023
Mercedes-Benz,6800.0,sedan,286,,Other,yes,2000,E-Class,,WY,Oeste,42.755966,-107.30249,2023-06-06 02:15:14,2023
Renault,8300.0,van,141,2.0,Diesel,yes,2011,Trafic ãðóç.,front,AR,Sul,34.969704,-92.373123,2023-09-26 20:50:15,2023
Volkswagen,6800.0,vagon,160,2.8,Petrol,yes,2001,Sharan,front,KY,Sul,37.66814,-84.670067,2023-01-03 07:24:58,2023
BMW,4000.0,sedan,380,2.0,Petrol,yes,1991,320,rear,KY,Sul,37.66814,-84.670067,2023-12-16 01:25:21,2023
Subaru,8700.0,hatch,118,1.5,Petrol,yes,2008,Impreza,full,GA,Sul,33.040619,-83.643074,2023-05-31 11:06:55,2023
Mercedes-Benz,9999.0,van,127,2.2,Diesel,yes,2005,Vito ïàññ.,rear,NH,Norte,43.452492,-71.563896,2023-07-11 01:10:55,2023
Mitsubishi,14999.0,crossover,115,3.0,Petrol,yes,2008,Outlander XL,full,MN,Norte,44.299782,-93.774173,2023-04-02 04:53:44,2023
BMW,27500.0,sedan,100,2.0,Petrol,yes,2012,520,rear,AR,Sul,34.969704,-92.373123,2023-06-07 13:48:55,2023
Seat,8500.0,hatch,167,2.0,Diesel,yes,2008,Altea,front,IL,Leste,40.298904,-87.43114,2023-07-07 14:31:23,2023
Honda,27802.50525,crossover,1,2.4,Petrol,yes,2016,CR-V,full,RI,Norte,41.680893,-71.51178,2023-10-15 15:18:09,2023
Kia,16153.8,vagon,1,1.6,Petrol,yes,2016,Ceed,front,NH,Norte,43.452492,-71.563896,2023-10-18 22:23:46,2023
Skoda,14356.875,sedan,1,1.6,Petrol,yes,2015,Octavia A7,front,HI,Oeste,21.094318,-157.498337,2023-02-18 21:50:04,2023
Honda,9500.0,sedan,150,1.8,Petrol,yes,2007,Civic,front,AK,Oeste,61.370716,-149.493686,2023-07-28 21:21:26,2023
BMW,2899.0,sedan,260,2.0,Diesel,no,2000,320,rear,NE,Desconhecido,41.12537,-98.268082,2023-07-03 15:53:26,2023
BMW,15500.0,sedan,216,2.0,Diesel,yes,2008,320,rear,AZ,Oeste,33.729759,-111.431221,2023-11-20 02:56:18,2023
BMW,13700.0,sedan,276,3.0,Diesel,yes,2004,530,rear,UT,Oeste,40.150032,-111.862434,2023-01-13 11:08:18,2023
Skoda,25900.0,sedan,72,1.8,Petrol,yes,2014,Superb,front,ME,Norte,44.693947,-69.381927,2023-05-07 19:10:14,2023
